Norte;Rondonia;Acre;Amazonas;Roraima;Para;Amapa;Tocantins;Nordeste;Maranhao;Piaui;Ceara;RN;Paraiba;Pernambuco;Alagoas;Sergipe;Bahia;Regiao_Sudeste;Minas_Gerais;Espirito_Santo;RJ;SP;Reg_Sul;Parana;Santa_Catarina;RS;RegCentro_Oeste;Mato_GSul;MT;GO;DF;Total
18906962;1815278;906876;4269995;652713;8777124;877613;1607363;57667842;7153262;3289290;9240580;3560903;4059905;9674793;3365351;2338474;14985284;89632912;21411923;4108508;17463349;46649132;30402587;11597484;7338473;11466630;16707336;2839188;3567234;7206589;3094325;213317639
